"BOROUGH","objectid","lad20cd","lad20nmw","bng_e","bng_n","long","lat","st_areasha","st_lengths","FEATURE_ID","SVDATE","CRS_SIGNAL","CRS_SEGREG","CRS_CYGAP","CRS_PEDEST","CRS_LEVEL","BOROUGH.1","PHOTO1_URL","PHOTO2_URL","geometry","borough_length"
"Islington",300,"E09000019",NA,531160,184645,-0.10989,51.54546,14858041.7197018,20747.7400804119,"RWG003325",2017-06-06,"TRUE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG003325_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG003325_2.jpg",c(529912.961706625, 529917.506782437, 184914.677969934, 184920.028001571),7.02001087303835
"Islington",300,"E09000019",NA,531160,184645,-0.10989,51.54546,14858041.7197018,20747.7400804119,"RWG003326",2017-06-06,"TRUE","TRUE","TRUE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG003326_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG003326_2.jpg",c(529920.198580992, 529915.905586155, 184916.654526021, 184911.37522589),6.80447018839331
"Haringey",295,"E09000014",NA,531260,189349,-0.1067,51.587711,29606188.7568545,29085.5089573274,"RWG025510",2017-07-04,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG025510_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG025510_2.jpg",c(531403.572791341, 531407.498061819, 186839.730375744, 186843.619906939),5.52595704241381
"Haringey",295,"E09000014",NA,531260,189349,-0.1067,51.587711,29606188.7568545,29085.5089573274,"RWG025515",2017-06-07,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG025515_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG025515_2.jpg",c(531245.162497513, 531249.589739844, 187014.741799212, 187017.797617521),5.37945166258555
"Hackney",293,"E09000012",NA,534560,185787,-0.06045,51.55492,19043878.1202836,25441.8406022706,"RWG042145",2017-08-28,"TRUE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG042145_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG042145_2.jpg",c(531535.526493225, 531529.77698233, 186839.186888018, 186844.580119829),7.88313547417687
"Southwark",309,"E09000028",NA,533945,175869,-0.07308,51.465939,29923089.402351,33659.6967253327,"RWG055869",2017-07-20,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG055869_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG055869_2.jpg",c(531441.482329675, 531447.917375233, 178035.233405767, 178031.287902917),7.54829809074642
"Camden",288,"E09000007",NA,527491,184283,-0.16291,51.543049,21778578.4034218,26245.7759639882,"RWG065992",2017-09-26,"TRUE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG065992_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG065992_2.jpg",c(530343.695348116, 530341.049488598, 530328.896047498, 182966.666963891, 182973.414030951, 182987.1006373),25.5511151829073
"Hackney",293,"E09000012",NA,534560,185787,-0.06045,51.55492,19043878.1202836,25441.8406022706,"RWG073152",2017-09-06,"TRUE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG073152_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG073152_2.jpg",c(534151.862587719, 534153.935156215, 183134.119543716, 183126.806471882),7.60108938288508
"Southwark",309,"E09000028",NA,533945,175869,-0.07308,51.465939,29923089.402351,33659.6967253327,"RWG107385",2017-11-02,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG107385_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG107385_2.jpg",c(532742.467103891, 532735.017014086, 175562.886272207, 175564.255056337),7.57478766028909
"Lambeth",303,"E09000022",NA,531118,175629,-0.11385,51.464451,27237589.7990586,34223.1198455845,"RWG108004",2017-10-30,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG108004_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG108004_2.jpg",c(531463.220210415, 531461.019885427, 177402.276589122, 177394.981943709),7.61927042136705
